,Id;,Price
157,7302;200000
158,5684;200000
159,6513;200000
160,11342;200000
161,16561;200000
162,6885;200000
163,9308;200000
164,2559;200000
165,6648;200000
166,1526;200000
167,5113;200000
168,16492;200000
169,12034;200000
170,7248;200000
171,2171;200000
172,10594;200000
173,13241;200000
174,7032;200000
175,4884;200000
176,903;200000
177,162;200000
178,6566;200000
179,8249;200000
180,13106;200000
181,256;200000
182,7976;200000
183,8575;200000
184,7591;200000
185,3204;200000
186,15804;200000
187,1525;200000
188,9038;200000
189,13628;200000
190,10016;200000
191,10208;200000
192,2008;200000
193,13029;200000
194,5099;200000
195,9923;200000
196,9461;200000
197,11086;200000
198,15057;200000
199,10689;200000
200,2053;200000
201,1663;200000
202,4985;200000
203,13881;200000
204,13225;200000
205,5779;200000
206,10262;200000
207,10762;200000
208,9513;200000
209,11128;200000
210,2074;200000
211,933;200000
212,278;200000
213,6594;200000
214,15394;200000
215,14863;200000
216,6698;200000
217,1611;200000
218,174;200000
219,516;200000
220,3295;200000
221,4559;200000
222,8254;200000
223,10228;200000
224,13924;200000
225,15341;200000
226,4353;200000
227,4334;200000
228,1872;200000
229,7823;200000
230,31;200000
231,3704;200000
232,11615;200000
233,6605;200000
234,3381;200000
235,2143;200000
236,3191;200000
237,1398;200000
238,15613;200000
239,10943;200000
240,9654;200000
241,16053;200000
242,14931;200000
243,8299;200000
244,2147;200000
245,11567;200000
246,5905;200000
247,1116;200000
248,8275;200000
249,16398;200000
250,11229;200000
251,10309;200000
252,734;200000
253,7653;200000
254,272;200000
255,9831;200000
256,5016;200000
257,5968;200000
258,796;200000
259,12123;200000
260,16629;200000
261,2637;200000
262,6194;200000
263,6216;200000
264,14346;200000
265,6428;200000
266,2891;200000
267,84;200000
268,926;200000
269,1525;200000
270,2348;200000
271,10427;200000
272,1323;200000
273,1691;200000
274,8803;200000
275,5464;200000
276,10559;200000
277,16787;200000
278,4278;200000
279,6183;200000
280,12775;200000
281,10104;200000
282,13663;200000
283,9404;200000
284,14724;200000
285,1004;200000
286,4646;200000
287,4754;200000
288,331;200000
289,2003;200000
290,7312;200000
291,10921;200000
292,13419;200000
293,10105;200000
294,2196;200000
295,12659;200000
296,438;200000
297,10847;200000
298,10805;200000
299,8709;200000
300,8319;200000
301,2215;200000
302,7;200000
303,7701;200000
304,9678;200000
305,14026;200000
306,7971;200000
307,13734;200000
308,16483;200000
309,615;200000
310,2931;200000
311,5418;200000
312,1662;200000
313,2441;200000
314,669;200000
315,7734;200000
316,601;200000
317,266;200000
318,632;200000
319,16221;200000
320,11832;200000
321,5035;200000
322,37;200000
323,6168;200000
324,11757;200000
325,8086;200000
326,6529;200000
327,15121;200000
328,13904;200000
329,3711;200000
330,16563;200000
331,14494;200000
332,3006;200000
333,15299;200000
334,92;200000
335,8066;200000
336,16071;200000
337,10662;200000
338,3883;200000
339,5511;200000
340,2821;200000
341,957;200000
342,4326;200000
343,9251;200000
344,9031;200000
345,12689;200000
346,1638;200000
347,1053;200000
348,4568;200000
349,1614;200000
350,14356;200000
351,8466;200000
352,15652;200000
353,3285;200000
354,3198;200000
355,14088;200000
356,2268;200000
357,15472;200000
358,1203;200000
359,7157;200000
360,6886;200000
361,5083;200000
362,7467;200000
363,14068;200000
364,208;200000
365,10865;200000
366,13516;200000
367,1415;200000
368,7609;200000
369,2144;200000
370,10357;200000
371,2396;200000
372,1526;200000
373,1089;200000
374,8638;200000
375,605;200000
376,7639;200000
377,10544;200000
378,9577;200000
379,13195;200000
380,3484;200000
381,16668;200000
382,7171;200000
383,8547;200000
384,12735;200000
385,9093;200000
386,15323;200000
387,14897;200000
388,5135;200000
389,5327;200000
390,13133;200000
391,1676;200000
392,16296;200000
393,1095;200000
394,12528;200000
395,7348;200000
396,11663;200000
397,1803;200000
398,151;200000
399,16045;200000
400,29;200000
401,3236;200000
402,1318;200000
403,14948;200000
404,784;200000
405,15325;200000
406,87;200000
407,15706;200000
408,14449;200000
409,16117;200000
410,4529;200000
411,11199;200000
412,4052;200000
413,821;200000
414,68;200000
415,554;200000
416,452;200000
417,11394;200000
418,11393;200000
419,9535;200000
420,4024;200000
421,10069;200000
422,12007;200000
423,12368;200000
424,1259;200000
425,1124;200000
426,3707;200000
427,8767;200000
428,1919;200000
429,16741;200000
430,6664;200000
431,5688;200000
432,7799;200000
433,14843;200000
434,7532;200000
435,8133;200000
436,6264;200000
437,4125;200000
438,241;200000
439,13607;200000
440,1716;200000
441,137;200000
442,2273;200000
443,15298;200000
444,4284;200000
445,12303;200000
446,7808;200000
447,2203;200000
448,7237;200000
449,15864;200000
450,2844;200000
451,5729;200000
452,11812;200000
453,1779;200000
454,6442;200000
455,616;200000
456,8266;200000
457,9903;200000
458,2867;200000
459,6998;200000
460,13932;200000
461,12587;200000
462,3611;200000
463,2646;200000
464,189;200000
465,86;200000
466,14187;200000
467,12569;200000
468,1276;200000
469,12025;200000
470,489;200000
471,1441;200000
472,10352;200000
473,11407;200000
474,10384;200000
475,7622;200000
476,12578;200000
477,1582;200000
478,563;200000
479,15226;200000
480,6396;200000
481,6247;200000
482,3339;200000
483,10975;200000
484,7475;200000
485,11129;200000
486,3051;200000
487,10232;200000
488,14106;200000
489,5502;200000
490,4558;200000
491,4181;200000
492,8426;200000
493,6611;200000
494,14641;200000
495,15539;200000
496,13119;200000
497,11716;200000
498,7316;200000
499,7791;200000
500,13034;200000
501,1068;200000
502,406;200000
503,10172;200000
504,2591;200000
505,12494;200000
506,7828;200000
507,15284;200000
508,7947;200000
509,16335;200000
510,10234;200000
511,2797;200000
512,5341;200000
513,3059;200000
514,1559;200000
515,1532;200000
516,10284;200000
517,4134;200000
518,4481;200000
519,7222;200000
520,4062;200000
521,2192;200000
522,9637;200000
523,16236;200000
524,4272;200000
525,9406;200000
526,14309;200000
527,1946;200000
528,16235;200000
529,7146;200000
530,16784;200000
531,349;200000
532,6251;200000
533,5128;200000
534,11718;200000
535,16721;200000
536,12517;200000
537,15961;200000
538,9428;200000
539,14541;200000
540,10168;200000
541,1127;200000
542,1321;200000
543,11518;200000
544,12612;200000
545,16352;200000
546,9935;200000
547,15521;200000
548,11482;200000
549,11443;200000
550,9459;200000
551,9218;200000
552,854;200000
553,5619;200000
554,9208;200000
555,4391;200000
556,15207;200000
557,7183;200000
558,16442;200000
559,7936;200000
560,10606;200000
561,4979;200000
562,4854;200000
563,16476;200000
564,10516;200000
565,16261;200000
566,9;200000
567,5433;200000
568,14338;200000
569,13487;200000
570,8211;200000
571,17;200000
572,14051;200000
573,10686;200000
574,7595;200000
575,6777;200000
576,14661;200000
577,13991;200000
578,16795;200000
579,274;200000
580,7368;200000
581,2413;200000
582,1852;200000
583,152;200000
584,8467;200000
585,16379;200000
586,3375;200000
587,5945;200000
588,2641;200000
589,2837;200000
590,3498;200000
591,10876;200000
592,1285;200000
593,9285;200000
594,4015;200000
595,2526;200000
596,7814;200000
597,7117;200000
598,12359;200000
599,3303;200000
600,13874;200000
601,5484;200000
602,15067;200000
603,12639;200000
604,3388;200000
605,4256;200000
606,15738;200000
607,14049;200000
608,1578;200000
609,9564;200000
610,1191;200000
611,11315;200000
612,1733;200000
613,391;200000
614,7552;200000
615,254;200000
616,5222;200000
617,8314;200000
618,16743;200000
619,10335;200000
620,8226;200000
621,12254;200000
622,13152;200000
623,1502;200000
624,16349;200000
625,11924;200000
626,12543;200000
627,14114;200000
628,12318;200000
629,15383;200000
630,6679;200000
631,635;200000
632,15993;200000
633,11375;200000
634,11216;200000
635,15401;200000
636,11301;200000
637,13804;200000
638,10839;200000
639,1588;200000
640,3596;200000
641,5816;200000
642,8099;200000
643,6551;200000
644,14075;200000
645,13431;200000
646,9481;200000
647,5295;200000
648,15859;200000
649,10634;200000
650,444;200000
651,11686;200000
652,1213;200000
653,1397;200000
654,6849;200000
655,9911;200000
656,5649;200000
657,7184;200000
658,5877;200000
659,1655;200000
660,15301;200000
661,12389;200000
662,5241;200000
663,7048;200000
664,10574;200000
665,8593;200000
666,4752;200000
667,14663;200000
668,10994;200000
669,87;200000
670,5132;200000
671,6372;200000
672,7411;200000
673,3319;200000
674,9355;200000
675,5139;200000
676,56;200000
677,3249;200000
678,5047;200000
679,13238;200000
680,219;200000
681,15599;200000
682,6542;200000
683,1968;200000
684,563;200000
685,9157;200000
686,789;200000
687,1413;200000
688,12514;200000
689,13459;200000
690,1345;200000
691,4034;200000
692,15169;200000
693,677;200000
694,3334;200000
695,12998;200000
696,1587;200000
697,1871;200000
698,577;200000
699,13196;200000
700,7633;200000
701,10699;200000
702,1547;200000
703,1903;200000
704,1386;200000
705,7649;200000
706,11043;200000
707,2922;200000
708,7538;200000
709,9477;200000
710,117;200000
711,1457;200000
712,7082;200000
713,3053;200000
714,12522;200000
715,5744;200000
716,13566;200000
717,1464;200000
718,3852;200000
719,9557;200000
720,14719;200000
721,13978;200000
722,3286;200000
723,13019;200000
724,1421;200000
725,13502;200000
726,14811;200000
727,9297;200000
728,7749;200000
729,16555;200000
730,14576;200000
731,12766;200000
732,4679;200000
733,10033;200000
734,11231;200000
735,15112;200000
736,10617;200000
737,2175;200000
738,16502;200000
739,10106;200000
740,12561;200000
741,15907;200000
742,8069;200000
743,8316;200000
744,12343;200000
745,12092;200000
746,1527;200000
747,1001;200000
748,655;200000
749,10549;200000
750,3248;200000
751,13499;200000
752,14959;200000
753,607;200000
754,1136;200000
755,12102;200000
756,1187;200000
757,3713;200000
758,323;200000
759,7742;200000
760,15092;200000
761,8728;200000
762,3386;200000
763,9409;200000
764,16545;200000
765,3127;200000
766,11344;200000
767,2112;200000
768,731;200000
769,6313;200000
770,3681;200000
771,5114;200000
772,27;200000
773,1435;200000
774,12223;200000
775,1066;200000
776,16116;200000
777,1141;200000
778,4088;200000
779,5956;200000
780,14669;200000
781,13871;200000
782,4126;200000
783,12114;200000
784,16607;200000
785,4266;200000
786,13518;200000
787,11856;200000
788,3885;200000
789,8891;200000
790,4964;200000
791,7696;200000
792,6894;200000
793,9766;200000
794,48;200000
795,284;200000
796,4743;200000
797,13562;200000
798,8301;200000
799,5405;200000
800,1535;200000
801,9073;200000
802,1698;200000
803,12262;200000
804,6794;200000
805,12701;200000
806,8432;200000
807,1354;200000
808,8629;200000
809,144;200000
810,8596;200000
811,9575;200000
812,14976;200000
813,3149;200000
814,5157;200000
815,10748;200000
816,9719;200000
817,6376;200000
818,9733;200000
819,4749;200000
820,4994;200000
821,538;200000
822,5512;200000
823,9778;200000
824,9761;200000
825,3174;200000
826,13429;200000
827,10467;200000
828,14129;200000
829,13608;200000
830,11106;200000
831,12048;200000
832,1054;200000
833,3582;200000
834,1566;200000
835,11529;200000
836,11859;200000
837,10582;200000
838,14907;200000
839,14039;200000
840,10489;200000
841,3331;200000
842,10153;200000
843,5271;200000
844,11871;200000
845,776;200000
846,3994;200000
847,9433;200000
848,14275;200000
849,803;200000
850,8169;200000
851,8053;200000
852,4822;200000
853,13197;200000
854,13634;200000
855,8951;200000
856,12176;200000
857,15471;200000
858,14962;200000
859,12512;200000
860,8697;200000
861,7095;200000
862,13639;200000
863,1666;200000
864,5848;200000
865,5386;200000
866,1088;200000
867,3954;200000
868,13426;200000
869,5966;200000
870,16315;200000
871,7455;200000
872,11071;200000
873,1474;200000
874,16087;200000
875,8931;200000
876,15289;200000
877,16089;200000
878,12128;200000
879,4724;200000
880,8585;200000
881,7188;200000
882,5423;200000
883,10488;200000
884,598;200000
885,8376;200000
886,12397;200000
887,16496;200000
888,4891;200000
889,971;200000
890,6339;200000
891,244;200000
892,5002;200000
893,5358;200000
894,7636;200000
895,9361;200000
896,3601;200000
897,15755;200000
898,172;200000
899,3037;200000
900,577;200000
901,3607;200000
902,2515;200000
903,10413;200000
904,10511;200000
905,4637;200000
906,12736;200000
907,9534;200000
908,11641;200000
909,10419;200000
910,15313;200000
911,14915;200000
912,12409;200000
913,9405;200000
914,14066;200000
915,14108;200000
916,11931;200000
917,11464;200000
918,926;200000
919,1119;200000
920,1026;200000
921,12712;200000
922,1234;200000
923,11608;200000
924,3776;200000
925,4881;200000
926,10266;200000
927,3262;200000
928,3576;200000
929,16604;200000
930,8041;200000
931,10691;200000
932,8357;200000
933,11661;200000
934,4453;200000
935,15936;200000
936,8463;200000
937,1577;200000
938,466;200000
939,14965;200000
940,11227;200000
941,9894;200000
942,11746;200000
943,4118;200000
944,756;200000
945,15589;200000
946,109;200000
947,5778;200000
948,1731;200000
949,345;200000
950,2961;200000
951,222;200000
952,11454;200000
953,7339;200000
954,12096;200000
955,14074;200000
956,4058;200000
957,6603;200000
958,3289;200000
959,16681;200000
960,82;200000
961,3343;200000
962,7802;200000
963,2082;200000
964,217;200000
965,172;200000
966,7224;200000
967,6176;200000
968,12571;200000
969,16666;200000
970,8908;200000
971,6914;200000
972,5428;200000
973,381;200000
974,3991;200000
975,16365;200000
976,1046;200000
977,391;200000
978,9212;200000
979,3022;200000
980,9961;200000
981,6764;200000
982,772;200000
983,4809;200000
984,8877;200000
985,7817;200000
986,10614;200000
987,5553;200000
988,16488;200000
989,11002;200000
990,13592;200000
991,1505;200000
992,13553;200000
993,9041;200000
994,5461;200000
995,16274;200000
996,2138;200000
997,6245;200000
998,8245;200000
999,6491;200000
1000,13218;200000
1001,13101;200000
1002,10462;200000
1003,4079;200000
1004,1506;200000
1005,14107;200000
1006,12215;200000
1007,11576;200000
1008,10567;200000
1009,12713;200000
1010,1468;200000
1011,2549;200000
1012,4172;200000
1013,1238;200000
1014,3513;200000
1015,8165;200000
1016,1127;200000
1017,14601;200000
1018,15526;200000
1019,986;200000
1020,14968;200000
1021,9348;200000
1022,6317;200000
1023,7497;200000
1024,5079;200000
1025,528;200000
1026,10964;200000
1027,5812;200000
1028,11022;200000
1029,16251;200000
1030,5863;200000
1031,8664;200000
1032,5396;200000
1033,6917;200000
1034,12776;200000
1035,473;200000
1036,13333;200000
1037,13023;200000
1038,7357;200000
1039,10955;200000
1040,11914;200000
1041,12535;200000
1042,11205;200000
1043,13209;200000
1044,16119;200000
1045,2174;200000
1046,4834;200000
1047,10151;200000
1048,5584;200000
1049,6672;200000
1050,12858;200000
1051,5106;200000
1052,8884;200000
1053,13766;200000
1054,12556;200000
1055,1291;200000
1056,6258;200000
1057,71;200000
1058,1793;200000
1059,3335;200000
1060,12835;200000
1061,10591;200000
1062,15707;200000
1063,16389;200000
1064,744;200000
1065,6293;200000
1066,3937;200000
1067,16527;200000
1068,5102;200000
1069,10734;200000
1070,7986;200000
1071,6495;200000
1072,9571;200000
1073,5131;200000
1074,10761;200000
1075,143;200000
1076,13829;200000
1077,13662;200000
1078,1771;200000
1079,5448;200000
1080,8594;200000
1081,12038;200000
1082,16471;200000
1083,16764;200000
1084,1282;200000
1085,15101;200000
1086,9473;200000
1087,2324;200000
1088,14448;200000
1089,6;200000
1090,2077;200000
1091,1296;200000
1092,15837;200000
1093,8805;200000
1094,9987;200000
1095,158;200000
1096,11089;200000
1097,10926;200000
1098,12773;200000
1099,649;200000
1100,10858;200000
1101,2831;200000
1102,16326;200000
1103,371;200000
1104,8852;200000
1105,6713;200000
1106,423;200000
1107,3639;200000
1108,3642;200000
1109,5149;200000
1110,2861;200000
1111,133;200000
1112,2807;200000
1113,5919;200000
1114,12716;200000
1115,4271;200000
1116,16055;200000
1117,3747;200000
1118,5857;200000
1119,6884;200000
1120,16027;200000
1121,3512;200000
1122,5181;200000
1123,16732;200000
1124,1908;200000
1125,12082;200000
1126,7286;200000
1127,8216;200000
1128,6929;200000
1129,395;200000
1130,12479;200000
1131,877;200000
1132,1366;200000
1133,384;200000
1134,5767;200000
1135,691;200000
1136,187;200000
1137,10164;200000
1138,8603;200000
1139,15834;200000
1140,3078;200000
1141,3479;200000
1142,6671;200000
1143,6078;200000
1144,16271;200000
1145,16191;200000
1146,11544;200000
1147,7781;200000
1148,14918;200000
1149,6238;200000
1150,12989;200000
1151,11907;200000
1152,9696;200000
1153,14084;200000
1154,3895;200000
1155,4367;200000
1156,8453;200000
1157,7638;200000
1158,8373;200000
1159,4674;200000
1160,15787;200000
1161,5903;200000
1162,13679;200000
1163,9018;200000
1164,15823;200000
1165,13289;200000
1166,9896;200000
1167,14436;200000
1168,5547;200000
1169,4048;200000
1170,16579;200000
1171,855;200000
1172,9385;200000
1173,5242;200000
1174,31;200000
1175,6144;200000
1176,399;200000
1177,2523;200000
1178,12608;200000
1179,7234;200000
1180,15264;200000
1181,9623;200000
1182,3161;200000
1183,7425;200000
1184,13021;200000
1185,4044;200000
1186,15411;200000
1187,979;200000
1188,5514;200000
1189,4817;200000
1190,2115;200000
1191,10571;200000
1192,8992;200000
1193,15546;200000
1194,11359;200000
1195,11972;200000
1196,12838;200000
1197,5948;200000
1198,422;200000
1199,4855;200000
1200,16197;200000
1201,8926;200000
1202,5703;200000
1203,8848;200000
1204,7039;200000
1205,3806;200000
1206,15154;200000
1207,13132;200000
1208,7438;200000
1209,4398;200000
1210,244;200000
1211,3751;200000
1212,1476;200000
1213,2264;200000
1214,16444;200000
1215,10704;200000
1216,4033;200000
1217,4508;200000
1218,1629;200000
1219,10387;200000
1220,5457;200000
1221,491;200000
1222,7451;200000
1223,10732;200000
1224,8015;200000
1225,6148;200000
1226,5892;200000
1227,7825;200000
1228,6851;200000
1229,6633;200000
1230,2139;200000
1231,10213;200000
1232,283;200000
1233,13907;200000
1234,15897;200000
1235,8311;200000
1236,1423;200000
1237,3878;200000
1238,13732;200000
1239,1211;200000
1240,10675;200000
1241,12946;200000
1242,16754;200000
1243,4394;200000
1244,16728;200000
1245,14378;200000
1246,9949;200000
1247,994;200000
1248,13258;200000
1249,5883;200000
1250,6933;200000
1251,13193;200000
1252,13286;200000
1253,13407;200000
1254,7512;200000
1255,7221;200000
1256,14428;200000
1257,174;200000
1258,3;200000
1259,12952;200000
1260,11537;200000
1261,2558;200000
1262,14081;200000
1263,3517;200000
1264,7149;200000
1265,15777;200000
1266,8995;200000
1267,826;200000
1268,509;200000
1269,14875;200000
1270,6591;200000
1271,11283;200000
1272,9897;200000
1273,14902;200000
1274,14291;200000
1275,3162;200000
1276,4206;200000
1277,1158;200000
1278,2007;200000
1279,14939;200000
1280,13572;200000
1281,1072;200000
1282,4253;200000
1283,10857;200000
1284,6254;200000
1285,14681;200000
1286,808;200000
1287,8006;200000
1288,13135;200000
1289,4527;200000
1290,12688;200000
1291,1592;200000
1292,16786;200000
1293,16637;200000
1294,949;200000
1295,10696;200000
1296,605;200000
1297,10819;200000
1298,949;200000
1299,1813;200000
1300,15958;200000
1301,10873;200000
1302,14381;200000
1303,5745;200000
1304,286;200000
1305,14799;200000
1306,437;200000
1307,12172;200000
1308,8534;200000
1309,14463;200000
1310,13672;200000
1311,672;200000
1312,16057;200000
1313,2659;200000
1314,11649;200000
1315,4478;200000
1316,555;200000
1317,4819;200000
1318,15188;200000
1319,16115;200000
1320,11427;200000
1321,15483;200000
1322,829;200000
1323,13576;200000
1324,1381;200000
1325,1052;200000
1326,10673;200000
1327,8525;200000
1328,13154;200000
1329,13856;200000
1330,5125;200000
1331,5551;200000
1332,14262;200000
1333,8872;200000
1334,10341;200000
1335,7231;200000
1336,1095;200000
1337,4031;200000
1338,13852;200000
1339,5886;200000
1340,859;200000
1341,9436;200000
1342,13638;200000
1343,15337;200000
1344,5506;200000
1345,1355;200000
1346,1263;200000
1347,6466;200000
1348,3282;200000
1349,4474;200000
1350,138;200000
1351,1549;200000
1352,11584;200000
1353,13309;200000
1354,886;200000
1355,14037;200000
1356,1329;200000
1357,2198;200000
1358,121;200000
1359,10076;200000
1360,6692;200000
1361,6074;200000
1362,13921;200000
1363,1646;200000
1364,11676;200000
1365,683;200000
1366,4839;200000
1367,12392;200000
1368,5206;200000
1369,9104;200000
1370,15554;200000
1371,159;200000
1372,7894;200000
1373,9286;200000
1374,15364;200000
1375,826;200000
1376,5746;200000
1377,3357;200000
1378,4755;200000
1379,5896;200000
1380,1652;200000
1381,888;200000
1382,9321;200000
1383,16463;200000
1384,4861;200000
1385,5687;200000
1386,2785;200000
1387,5571;200000
1388,1107;200000
1389,11577;200000
1390,3993;200000
1391,10908;200000
1392,3696;200000
1393,1755;200000
1394,4053;200000
1395,11954;200000
1396,15294;200000
1397,12452;200000
1398,2202;200000
1399,13564;200000
1400,5134;200000
1401,7447;200000
1402,5929;200000
1403,16714;200000
1404,13005;200000
1405,1174;200000
1406,3535;200000
1407,11837;200000
1408,7382;200000
1409,16709;200000
1410,5908;200000
1411,16333;200000
1412,14776;200000
1413,831;200000
1414,5944;200000
1415,1764;200000
1416,5782;200000
1417,7091;200000
1418,7871;200000
1419,10449;200000
1420,15137;200000
1421,2181;200000
1422,8667;200000
1423,4207;200000
1424,3528;200000
1425,5611;200000
1426,5894;200000
1427,14255;200000
1428,16064;200000
1429,5076;200000
1430,3537;200000
1431,6369;200000
1432,1938;200000
1433,11844;200000
1434,7717;200000
1435,38;200000
1436,6897;200000
1437,255;200000
1438,607;200000
1439,6368;200000
1440,15211;200000
1441,13229;200000
1442,6091;200000
1443,1426;200000
1444,15104;200000
1445,7378;200000
1446,12575;200000
1447,137;200000
1448,14572;200000
1449,1253;200000
1450,512;200000
1451,7251;200000
1452,4545;200000
1453,14928;200000
1454,3934;200000
1455,12097;200000
1456,10979;200000
1457,16455;200000
1458,419;200000
1459,7577;200000
1460,11609;200000
1461,2346;200000
1462,7363;200000
1463,13535;200000
1464,9864;200000
1465,16645;200000
1466,2689;200000
1467,5994;200000
1468,14493;200000
1469,7391;200000
1470,13674;200000
1471,7137;200000
1472,5438;200000
1473,10693;200000
1474,9037;200000
1475,14329;200000
1476,1166;200000
1477,9734;200000
1478,12046;200000
1479,11704;200000
1480,7843;200000
1481,3499;200000
1482,16012;200000
1483,15759;200000
1484,10884;200000
1485,9115;200000
1486,4066;200000
1487,12745;200000
1488,9627;200000
1489,12977;200000
1490,762;200000
1491,11955;200000
1492,271;200000
1493,16091;200000
1494,2193;200000
1495,619;200000
1496,7071;200000
1497,1432;200000
1498,15578;200000
1499,267;200000
1500,193;200000
1501,7426;200000
1502,1389;200000
1503,4176;200000
1504,5453;200000
1505,5526;200000
1506,878;200000
1507,10299;200000
1508,959;200000
1509,3458;200000
1510,5363;200000
1511,9281;200000
1512,8076;200000
1513,2492;200000
1514,4746;200000
1515,1138;200000
1516,10881;200000
1517,16392;200000
1518,8071;200000
1519,1674;200000
1520,4846;200000
1521,5299;200000
1522,2046;200000
1523,11623;200000
1524,6539;200000
1525,12234;200000
1526,1424;200000
1527,3443;200000
1528,2127;200000
1529,11259;200000
1530,7889;200000
1531,16655;200000
1532,1579;200000
1533,3686;200000
1534,4392;200000
1535,3103;200000
1536,7047;200000
1537,13014;200000
1538,11269;200000
1539,4304;200000
1540,13513;200000
1541,12969;200000
1542,6966;200000
1543,8883;200000
1544,6064;200000
1545,12341;200000
1546,10107;200000
1547,13;200000
1548,2406;200000
1549,6089;200000
1550,316;200000
1551,15812;200000
1552,7053;200000
1553,14691;200000
1554,11881;200000
1555,13503;200000
1556,9569;200000
1557,9846;200000
1558,14415;200000
1559,14873;200000
1560,1118;200000
1561,7256;200000
1562,3721;200000
1563,1211;200000
1564,14887;200000
1565,1622;200000
1566,15451;200000
1567,1602;200000
1568,8917;200000
1569,15595;200000
1570,15242;200000
1571,3957;200000
1572,14923;200000
1573,3087;200000
1574,12959;200000
1575,13631;200000
1576,12704;200000
1577,15197;200000
1578,12599;200000
1579,8761;200000
1580,13013;200000
1581,3464;200000
1582,2366;200000
1583,10845;200000
1584,8092;200000
1585,10528;200000
1586,7132;200000
1587,8958;200000
1588,7959;200000
1589,4847;200000
1590,1477;200000
1591,8264;200000
1592,10048;200000
1593,10492;200000
1594,3859;200000
1595,8676;200000
1596,8146;200000
1597,1619;200000
1598,12609;200000
1599,11001;200000
1600,3644;200000
1601,8362;200000
1602,537;200000
1603,1298;200000
1604,1023;200000
1605,8659;200000
1606,11538;200000
1607,16036;200000
1608,2392;200000
1609,12099;200000
1610,12935;200000
1611,105;200000
1612,3068;200000
1613,2083;200000
1614,7652;200000
1615,8696;200000
1616,11183;200000
1617,11386;200000
1618,10752;200000
1619,3371;200000
1620,4149;200000
1621,16775;200000
1622,12187;200000
1623,14421;200000
1624,13693;200000
1625,656;200000
1626,3497;200000
1627,3396;200000
1628,1223;200000
1629,14796;200000
1630,1619;200000
1631,606;200000
1632,10111;200000
1633,10983;200000
1634,11228;200000
1635,13208;200000
1636,525;200000
1637,6923;200000
1638,6785;200000
1639,3731;200000
1640,16577;200000
1641,6518;200000
1642,661;200000
1643,5509;200000
1644,9942;200000
1645,10148;200000
1646,5351;200000
1647,11029;200000
1648,6561;200000
1649,10056;200000
1650,13913;200000
1651,1906;200000
1652,5081;200000
1653,6341;200000
1654,1859;200000
1655,3336;200000
1656,14163;200000
1657,6204;200000
1658,13285;200000
1659,11492;200000
1660,14596;200000
1661,4696;200000
1662,4771;200000
1663,11296;200000
1664,5851;200000
1665,285;200000
1666,10011;200000
1667,5988;200000
1668,2316;200000
1669,3211;200000
1670,13525;200000
1671,6383;200000
1672,142;200000
1673,11748;200000
1674,4222;200000
1675,8363;200000
1676,4412;200000
1677,14384;200000
1678,9844;200000
1679,9315;200000
1680,11604;200000
1681,10644;200000
1682,12995;200000
1683,16615;200000
1684,1959;200000
